Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year
Avatar: The Last Airbender,True,1,True,True,Action,True,THQ,True,64,0.3,17.95,Nintendo DS,E,True,2006
Castlevania: Portrait of Ruin,True,1,True,True,Action,True,Konami,True,85,0.3,17.95,Nintendo DS,M,True,2006
Hitman: Blood Money,True,1,True,True,Action,True,Eidos,True,82,0.29,22.95,X360,E,True,2006
Rockstar Games presents Table Tennis,True,2,True,True,Sports,True,Rockstar,True,81,0.28,9.95,X360,M,True,2006
Trauma Center: Second Opinion,True,1,True,True,Action-Simulation,True,Nintendo,True,80,0.28,17.95,Nintendo Wii,T,True,2006
Tenchu Z,True,1,True,True,Action,True,Microsoft,True,56,0.28,14.95,X360,E,True,2006
Elite Beat Agents,True,1,True,True,Action,True,Nintendo,True,87,0.27,9.95,Nintendo DS,M,True,2006
Street Fighter Alpha 3 MAX,True,1,True,True,Action,True,Capcom,True,80,0.27,14.95,Sony PSP,M,True,2006
Blue Dragon,True,1,True,True,Role-Playing (RPG),True,Microsoft,True,79,0.27,14.95,X360,T,True,2006
The Lord of the Rings: The Battle for Middle Ea...,True,1,True,True,Strategy,True,EA,True,79,0.27,19.95,X360,T,True,2006
Prey,True,1,True,True,Action,True,2K,True,79,0.27,14.95,X360,T,True,2006
Over the Hedge,True,1,True,True,Adventure,True,Activision,True,71,0.26,16.95,Nintendo DS,E,True,2006
Capcom Classics Collection Reloaded,True,1,True,True,Action,True,Capcom,True,75,0.26,17.95,Sony PSP,T,True,2006
Pirates of the Caribbean: Dead Man's Chest,True,1,True,True,Action,True,,True,52,0.26,14.95,Sony PSP,T,True,2006
NHL 07 ,True,1,True,True,Sports,True,EA,True,79,0.26,5.95,X360,T,True,2006
Monster Hunter Freedom,True,1,True,True,Action-Strategy,True,Capcom,True,71,0.25,12.95,Sony PSP,E,True,2006
Test Drive Unlimited,True,1,True,True,Racing / Driving,True,Atari,True,82,0.25,17.95,X360,T,True,2006
Dragon Ball Z: Budokai Tenkaichi 2,True,2,True,True,Action,True,Atari,True,72,0.24,14.95,Nintendo Wii,E,True,2006
Dragon Quest Monsters: Joker,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,75,0.24,14.95,Nintendo DS,T,True,2006
Pirates of the Caribbean: Dead Man's Chest,True,1,True,True,Action,True,,True,63,0.24,11.95,Nintendo DS,E,True,2006
NFL Street 3,True,1,True,True,Action-Sports,True,EA,True,68,0.24,14.95,Sony PSP,T,True,2006
Syphon Filter: Dark Mirror,True,1,True,True,Action,True,Sony,True,87,0.24,12.95,Sony PSP,M,True,2006
NBA 07,True,4,True,True,Sports,True,Sony,True,63,0.23,6.95,PlayStation 3,T,True,2006
The Outfit,True,2,True,True,Action,True,THQ,True,70,0.23,14.95,X360,E,True,2006
Elebits,True,4,True,True,Action,True,Konami,True,75,0.22,14.95,Nintendo Wii,T,True,2006
Tony Hawk's Downhill Jam,True,1,True,True,Racing / Driving-Sports,True,Activision,True,76,0.22,14.95,Nintendo DS,T,True,2006
The Sims 2: Pets,True,1,True,True,Simulation,True,EA,True,57,0.21,17.95,Sony PSP,T,True,2006
Tiger Woods PGA Tour 07,True,1,True,True,Sports,True,EA,True,78,0.21,12.95,Sony PSP,E,True,2006
The Godfather: The Game,True,1,True,True,Action,True,EA,True,77,0.2,17.95,X360,T,True,2006
Rampage: Total Destruction,True,4,True,True,Action,True,Midway,True,46,0.19,16.95,Nintendo Wii,E,True,2006
College Hoops 2K7,True,4,True,True,Sports,True,2K,True,82,0.19,6.95,X360,T,True,2006
Far Cry: Instincts - Predator,True,4,True,True,Action,True,Ubisoft,True,78,0.19,17.95,X360,E,True,2006
Full Auto,True,2,True,True,Action-Racing / Driving,True,Sega,True,70,0.19,16.95,X360,E,True,2006
Age of Empires: The Age of Kings,True,1,True,True,Strategy,True,,True,80,0.19,17.95,Nintendo DS,T,True,2006
Need for Speed: Carbon - Own the City,True,1,True,True,Action-Racing / Driving,True,EA,True,70,0.19,14.95,Nintendo DS,T,True,2006
Brothers in Arms: D-Day,True,1,True,True,Action,True,Ubisoft,True,65,0.19,6.95,Sony PSP,T,True,2006
Family Guy Video Game!,True,1,True,True,Action,True,2K,True,51,0.19,19.95,Sony PSP,M,True,2006
Superman Returns,True,1,True,True,Action,True,EA,True,51,0.19,7.95,X360,E,True,2006
Over G Fighters,True,2,True,True,Simulation,True,Ubisoft,True,49,0.18,17.95,X360,E,True,2006
Final Fantasy XI Online,True,1,True,True,Action-Role-Playing (RPG),True,SquareEnix,True,66,0.18,4.95,X360,E,True,2006
Mystery Dungeon: Shiren the Wanderer,True,1,True,True,Action-Role-Playing (RPG),True,Sega,True,69,0.17,17.95,Nintendo DS,T,True,2006
Phoenix Wright: Ace Attorney - Justice for All,True,1,True,True,Adventure-Simulation,True,Capcom,True,76,0.17,13.95,Nintendo DS,E,True,2006
Justice League Heroes,True,1,True,True,Action,True,,True,72,0.17,17.95,Sony PSP,M,True,2006
Valhalla Knights,True,1,True,True,Action-Role-Playing (RPG),True,,True,53,0.17,16.95,Sony PSP,T,True,2006
Genji: Days of the Blade,True,1,True,True,Action-Role-Playing (RPG),True,Sony,True,55,0.17,14.95,PlayStation 3,T,True,2006
Top Spin 2,True,4,True,True,Sports,True,2K,True,75,0.16,12.95,X360,T,True,2006
Valkyrie Profile: Lenneth,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,0.16,22.95,Sony PSP,E,True,2006
Monster House,True,1,True,True,Action,True,THQ,True,62,0.15,14.95,Nintendo DS,M,True,2006
Enchanted Arms,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,69,0.15,17.95,X360,E,True,2006
NHL 07,True,4,True,True,Sports,True,EA,True,76,0.14,12.95,Sony PSP,M,True,2006
Bust-a-Move Deluxe,True,2,True,True,Strategy,True,,True,73,0.14,14.95,Sony PSP,M,True,2006
Full Auto 2: Battlelines,True,2,True,True,Action-Racing / Driving,True,Sega,True,67,0.14,14.95,PlayStation 3,T,True,2006
Blitz: The League,True,2,True,True,Sports,True,Midway,True,69,0.14,14.95,X360,T,True,2006
Star Trek Legacy,True,2,True,True,Action-Strategy,True,Ubisoft,True,64,0.14,24.95,X360,E,True,2006
Eragon,True,1,True,True,Action-Role-Playing (RPG),True,,True,63,0.14,16.95,Nintendo DS,E,True,2006
Master of Illusion,True,1,True,True,Strategy,True,Nintendo,True,69,0.14,14.95,Nintendo DS,E,True,2006
Mega Man ZX,True,1,True,True,Action,True,Capcom,True,76,0.14,19.95,Nintendo DS,T,True,2006
Super Swing Golf,True,1,True,True,Sports,True,,True,72,0.14,16.95,Nintendo Wii,T,True,2006
X-Men: The Official Game,True,1,True,True,Action,True,Activision,True,52,0.14,14.95,X360,M,True,2006
Happy Feet,True,2,True,True,Action,True,Midway,True,46,0.13,14.95,Nintendo Wii,E,True,2006
Open Season,True,1,True,True,Action,True,Ubisoft,True,72,0.13,17.95,Nintendo DS,T,True,2006
Dungeon Siege: Throne of Agony,True,1,True,True,Role-Playing (RPG),True,2K,True,74,0.13,24.95,Sony PSP,E,True,2006
LocoRoco,True,1,True,True,Action-Strategy,True,Sony,True,83,0.13,17.95,Sony PSP,T,True,2006
Dead or Alive: Xtreme 2,True,1,True,True,Racing / Driving-Sports,True,,True,53,0.13,14.95,X360,T,True,2006
Fuzion Frenzy 2,True,4,True,True,Action-Sports,True,Microsoft,True,49,0.12,14.95,X360,T,True,2006
Lumines II,True,2,True,True,Strategy,True,,True,81,0.12,14.95,Sony PSP,E,True,2006
Major League Baseball 2K6,True,1,True,True,Sports,True,2K,True,69,0.12,4.95,Sony PSP,M,True,2006
Star Wars: Lethal Alliance,True,1,True,True,Action,True,Ubisoft,True,61,0.12,17.95,Sony PSP,T,True,2006
Worms: Open Warfare,True,1,True,True,Action-Strategy,True,THQ,True,70,0.12,17.95,Sony PSP,T,True,2006
Eragon,True,4,True,True,Action,True,,True,59,0.11,14.95,Sony PSP,E,True,2006
Metal Slug Anthology,True,4,True,True,Action,True,,True,73,0.11,16.95,Nintendo Wii,T,True,2006
Open Season,True,4,True,True,Action,True,Ubisoft,True,59,0.11,14.95,X360,E,True,2006
Tom Clancy's Splinter Cell: Double Agent,True,2,True,True,Action,True,Ubisoft,True,61,0.11,17.95,Nintendo Wii,T,True,2006
Avatar: The Last Airbender,True,1,True,True,Action,True,THQ,True,57,0.11,17.95,Sony PSP,E,True,2006
Lemmings,True,1,True,True,Strategy,True,Sony,True,76,0.11,17.95,Sony PSP,E,True,2006
Mega Man Powered Up,True,1,True,True,Action,True,Capcom,True,82,0.11,16.95,Sony PSP,E,True,2006
Magical Starsign,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,69,0.1,9.95,Nintendo DS,E,True,2006
Resident Evil: Deadly Silence,True,1,True,True,Action,True,Capcom,True,71,0.1,17.95,Nintendo DS,E,True,2006
X-Men: The Official Game,True,1,True,True,Action,True,Activision,True,50,0.1,14.95,Nintendo DS,E,True,2006
Cabela's African Safari,True,1,True,True,Sports,True,Activision,True,53,0.1,17.95,X360,E,True,2006
Cabela's Alaskan Adventures,True,1,True,True,Sports,True,Activision,True,48,0.1,17.95,X360,E,True,2006
Armored Core 4,True,2,True,True,Action,True,Sega,True,65,0.09,19.95,PlayStation 3,E,True,2006
Eragon,True,2,True,True,Action,True,,True,48,0.09,12.95,X360,T,True,2006
LostMagic,True,1,True,True,Action-Role-Playing (RPG),True,Ubisoft,True,68,0.09,14.95,Nintendo DS,T,True,2006
Magnetica,True,1,True,True,Action-Strategy,True,Nintendo,True,68,0.09,17.95,Nintendo DS,T,True,2006
Def Jam Fight for NY: The Takeover,True,1,True,True,Action,True,EA,True,79,0.09,17.95,Sony PSP,T,True,2006
NASCAR 07,True,1,True,True,Racing / Driving-Simulation,True,EA,True,66,0.09,24.95,Sony PSP,T,True,2006
The Ant Bully,True,1,True,True,Action,True,Midway,True,45,0.09,16.95,Nintendo Wii,T,True,2006
Just Cause,True,1,True,True,Action-Racing / Driving,True,Eidos,True,73,0.09,16.95,X360,E,True,2006
Onechanbara: Bikini Samurai Squad,True,1,True,True,Action,True,,True,39,0.09,19.95,X360,E,True,2006
Phantasy Star Universe,True,1,True,True,Role-Playing (RPG),True,Sega,True,64,0.09,24.95,X360,E,True,2006
Winning Eleven: Pro Evolution Soccer 2007,True,6,True,True,Sports,True,Konami,True,80,0.08,11.95,X360,E,True,2006
Kororinpa: Marble Mania,True,2,True,True,Action-Strategy,True,Nintendo,True,69,0.08,17.95,Nintendo Wii,T,True,2006
Digimon World DS,True,1,True,True,Role-Playing (RPG),True,Namco,True,49,0.08,27.95,Nintendo DS,E,True,2006
Justice League Heroes,True,1,True,True,Action,True,,True,43,0.08,17.95,Nintendo DS,E,True,2006
Power Stone Collection,True,1,True,True,Action,True,Capcom,True,74,0.08,14.95,Sony PSP,M,True,2006
Open Season,True,4,True,True,Action,True,Ubisoft,True,49,0.07,17.95,Nintendo Wii,M,True,2006
Far Cry: Vengeance,True,2,True,True,Action,True,Ubisoft,True,38,0.07,16.95,Nintendo Wii,E,True,2006
Import Tuner Challenge,True,2,True,True,Racing / Driving,True,Ubisoft,True,54,0.07,17.95,X360,E,True,2006
Contact,True,1,True,True,Adventure-Role-Playing (RPG),True,,True,73,0.07,14.95,Nintendo DS,E,True,2006
Touch Detective,True,1,True,True,Adventure,True,,True,60,0.07,14.95,Nintendo DS,T,True,2006
FIFA Street 2,True,1,True,True,Sports,True,EA,True,58,0.07,17.95,Sony PSP,T,True,2006
007: From Russia with Love,True,1,True,True,Action-Racing / Driving,True,EA,True,61,0.07,17.95,Sony PSP,T,True,2006
PaRappa the Rapper,True,1,True,True,Action,True,Sony,True,67,0.07,12.95,Sony PSP,T,True,2006
Riviera: The Promised Land,True,1,True,True,Role-Playing (RPG),True,,True,68,0.07,17.95,Sony PSP,M,True,2006
Viewtiful Joe: Red Hot Rumble,True,1,True,True,Action,True,Capcom,True,63,0.07,14.95,Sony PSP,E,True,2006
Ice Age 2: The Meltdown,True,1,True,True,Action,True,,True,66,0.07,17.95,Nintendo Wii,E,True,2006
Rumble Roses XX,True,4,True,True,Action-Sports,True,Konami,True,62,0.06,17.95,X360,E,True,2006
Bionicle Heroes,True,1,True,True,Action,True,Eidos,True,72,0.06,16.95,Nintendo DS,T,True,2006
Deep Labyrinth,True,1,True,True,Role-Playing (RPG),True,,True,57,0.06,10.95,Nintendo DS,T,True,2006
Blade Dancer: Lineage of Light,True,1,True,True,Role-Playing (RPG),True,,True,60,0.06,16.95,Sony PSP,E,True,2006
Every Extend Extra,True,1,True,True,Action,True,,True,74,0.06,11.95,Sony PSP,E,True,2006
Ultimate Ghosts 'N' Goblins,True,1,True,True,Action,True,Capcom,True,72,0.06,17.95,Sony PSP,E,True,2006
Xiaolin Showdown,True,1,True,True,Action,True,Konami,True,44,0.06,14.95,Sony PSP,M,True,2006
Bionicle Heroes,True,1,True,True,Action,True,Eidos,True,59,0.06,14.95,X360,T,True,2006
Bullet Witch,True,1,True,True,Action,True,Atari,True,55,0.06,16.95,X360,M,True,2006
Death Jr. II: Root of Evil,True,2,True,True,Action,True,Konami,True,68,0.05,14.95,Sony PSP,E,True,2006
Alex Rider: Stormbreaker,True,1,True,True,Action-Adventure,True,THQ,True,48,0.05,12.95,Nintendo DS,M,True,2006
Cartoon Network Racing,True,1,True,True,Racing / Driving,True,,True,55,0.05,14.95,Nintendo DS,E,True,2006
Guilty Gear: Dust Strikers,True,1,True,True,Action,True,,True,60,0.05,14.95,Nintendo DS,E,True,2006
Gunpey DS,True,1,True,True,Strategy,True,Namco,True,70,0.05,12.95,Nintendo DS,E,True,2006
Lara Croft Tomb Raider: Legend,True,1,True,True,Action-Racing / Driving,True,Eidos,True,58,0.05,17.95,Nintendo DS,E,True,2006
Worms: Open Warfare,True,1,True,True,Action-Strategy,True,THQ,True,64,0.05,17.95,Nintendo DS,E,True,2006
Mercury Meltdown,True,1,True,True,Strategy,True,,True,78,0.05,12.95,Sony PSP,M,True,2006
MTX Mototrax,True,1,True,True,Racing / Driving-Sports,True,Activision,True,67,0.05,19.95,Sony PSP,M,True,2006
Snoopy vs. the Red Baron,True,1,True,True,Action,True,Namco,True,76,0.05,17.95,Sony PSP,E,True,2006
Super Monkey Ball Adventure,True,1,True,True,Action-Racing / Driving,True,Sega,True,56,0.05,24.95,Sony PSP,E,True,2006
Ys VI: The Ark of Napishtim,True,1,True,True,Action-Role-Playing (RPG),True,Konami,True,64,0.05,16.95,Sony PSP,E,True,2006
Bomberman Land Touch!,True,1,True,True,Action,True,,True,78,0.04,24.95,Nintendo DS,E,True,2006
Scurge: Hive,True,1,True,True,Action,True,,True,70,0.04,8.95,Nintendo DS,M,True,2006
Star Trek: Tactical Assault,True,1,True,True,Action-Strategy,True,Ubisoft,True,63,0.04,17.95,Nintendo DS,T,True,2006
Tao's Adventure: Curse of the Demon Seal,True,1,True,True,Role-Playing (RPG),True,Konami,True,50,0.04,14.95,Nintendo DS,E,True,2006
Ford Bold Moves Street Racing,True,1,True,True,Racing / Driving,True,Eidos,True,52,0.04,17.95,Sony PSP,T,True,2006
Gitaroo Man Lives!,True,1,True,True,Simulation,True,,True,80,0.04,22.95,Sony PSP,E,True,2006
Gradius Collection,True,1,True,True,Action,True,Konami,True,76,0.04,17.95,Sony PSP,T,True,2006
The Legend of Heroes II: Prophecy of the Moonli...,True,1,True,True,Role-Playing (RPG),True,Namco,True,63,0.04,17.95,Sony PSP,E,True,2006
Pac-Man World Rally,True,1,True,True,Action-Racing / Driving,True,Namco,True,51,0.04,17.95,Sony PSP,T,True,2006
Bomberman: Act Zero,True,1,True,True,Action,True,Konami,True,34,0.04,12.95,X360,E,True,2006
Earth Defense Force 2017,True,2,True,True,Action,True,,True,69,0.03,17.95,X360,T,True,2006
WarTech: Senko no Ronde,True,2,True,True,Action,True,Ubisoft,True,60,0.03,12.95,X360,T,True,2006
MechAssault: Phantom War,True,1,True,True,Action,True,,True,66,0.03,12.95,Nintendo DS,E,True,2006
B-Boy,True,1,True,True,Action,True,Sony,True,50,0.03,17.95,Sony PSP,E,True,2006
BattleZone,True,1,True,True,Action,True,Atari,True,57,0.03,14.95,Sony PSP,E,True,2006
Bounty Hounds,True,1,True,True,Action-Strategy,True,Namco,True,63,0.03,17.95,Sony PSP,T,True,2006
Bubble Bobble Evolution,True,1,True,True,Action,True,,True,47,0.03,12.95,Sony PSP,E,True,2006
MotoGP,True,1,True,True,Racing / Driving-Sports,True,Sony,True,69,0.03,32.95,Sony PSP,E,True,2006
OutRun 2006: Coast 2 Coast,True,1,True,True,Racing / Driving,True,Sega,True,82,0.03,17.95,Sony PSP,E,True,2006
SBK: Snowboard Kids,True,1,True,True,Action-Sports,True,,True,63,0.02,19.95,Nintendo DS,E,True,2006
Tenchu: Dark Secret,True,1,True,True,Action,True,Nintendo,True,37,0.02,14.95,Nintendo DS,E,True,2006
Dungeon Maker: Hunting Ground,True,1,True,True,Action-Role-Playing (RPG),True,,True,70,0.02,14.95,Sony PSP,E,True,2006
Metal Gear Solid: Digital Graphic Novel,True,1,True,True,Adventure,True,Konami,True,78,0.02,17.95,Sony PSP,T,True,2006
Star Trek: Tactical Assault,True,1,True,True,Action-Strategy,True,Ubisoft,True,64,0.02,17.95,Sony PSP,E,True,2006
Micro Machines V4,True,2,True,True,Action-Racing / Driving,True,,True,61,0.01,17.95,Sony PSP,E,True,2006
Platypus,True,2,True,True,Action,True,,True,59,0.01,14.95,Sony PSP,T,True,2006
Custom Robo Arena,True,1,True,True,Action-Role-Playing (RPG),True,Nintendo,True,74,0.01,17.95,Nintendo DS,T,True,2006
Gurumin: A Monstrous Adventure,True,1,True,True,Action,True,,True,78,0.01,13.95,Sony PSP,T,True,2006
Spider-Man 3,True,1,True,True,Action,True,Ubisoft,True,58,0.01,6.95,Sony PSP,M,True,2006
Halo 3,True,4,True,True,Action,True,Microsoft,True,94,8.03,24.95,X360,E,True,2007
Call of Duty 4: Modern Warfare,True,4,True,True,Action,True,Activision,True,94,5.77,29.95,X360,E,True,2007
Super Mario Galaxy,True,2,True,True,Action,True,Nintendo,True,97,4.94,39.95,Nintendo Wii,E,True,2007
Mario Party DS,True,1,True,True,Action-Strategy,True,Nintendo,True,72,4.34,27.95,Nintendo DS,T,True,2007
Mario Party 8,True,4,True,True,Action-Strategy,True,Nintendo,True,62,3.84,39.95,Nintendo Wii,T,True,2007
Guitar Hero III: Legends of Rock,True,2,True,True,Action-Simulation,True,Activision,True,85,3.28,12.95,X360,T,True,2007
Link's Crossbow Training,True,1,True,True,Action,True,Nintendo,True,68,3.2,14.95,Nintendo Wii,E,True,2007
Guitar Hero III: Legends of Rock,True,2,True,True,Action-Simulation,True,Activision,True,86,3.19,49.95,Nintendo Wii,T,True,2007
Assassin's Creed,True,1,True,True,Action,True,Ubisoft,True,81,3.17,16.95,X360,T,True,2007
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,,True,80,3.03,17.95,Nintendo Wii,M,True,2007
Call of Duty 4: Modern Warfare,True,4,True,True,Action,True,Activision,True,94,2.91,24.95,PlayStation 3,E,True,2007
LEGO Star Wars: The Complete Saga,True,1,True,True,Action-Racing / Driving,True,,True,80,2.66,17.95,Nintendo DS,E,True,2007
Forza Motorsport 2,True,2,True,True,Racing / Driving,True,Microsoft,True,90,2.48,12.95,X360,T,True,2007
Madden NFL 08,True,4,True,True,Sports,True,EA,True,85,2.32,9.95,X360,E,True,2007
Guitar Hero II,True,2,True,True,Action-Simulation,True,Activision,True,92,2.04,17.95,X360,T,True,2007
Rock Band,True,4,True,True,Action-Simulation,True,,True,92,2.02,14.95,X360,E,True,2007
The Legend of Zelda: Phantom Hourglass,True,1,True,True,Action,True,Nintendo,True,90,1.92,24.95,Nintendo DS,E,True,2007
Pokmon Mystery Dungeon: Explorers of Darkness,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,59,1.91,15.95,Nintendo DS,E,True,2007
Pokmon Mystery Dungeon: Explorers of Time,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,59,1.91,24.95,Nintendo DS,T,True,2007
Assassin's Creed,True,1,True,True,Action,True,Ubisoft,True,81,1.77,17.95,PlayStation 3,T,True,2007
Uncharted: Drake's Fortune,True,1,True,True,Action,True,Sony,True,88,1.76,24.95,PlayStation 3,T,True,2007
Mass Effect,True,1,True,True,Action-Role-Playing (RPG),True,Microsoft,True,91,1.57,17.95,X360,T,True,2007
Cooking Mama 2: Dinner with Friends,True,1,True,True,Simulation,True,,True,70,1.56,17.95,Nintendo DS,E,True,2007
BioShock,True,1,True,True,Action,True,2K,True,96,1.52,16.95,X360,T,True,2007
Super Paper Mario,True,1,True,True,Action-Role-Playing (RPG),True,Nintendo,True,85,1.5,29.95,Nintendo Wii,E,True,2007
Game Party,True,4,True,True,Action,True,Midway,True,25,1.49,14.95,Nintendo Wii,T,True,2007
Ratchet & Clank: Size Matters,True,1,True,True,Action,True,Sony,True,85,1.47,14.95,Sony PSP,E,True,2007
Dance Dance Revolution Hottest Party,True,4,True,True,Action,True,Konami,True,73,1.45,17.95,Nintendo Wii,T,True,2007
Cooking Mama: Cook Off,True,2,True,True,Simulation,True,,True,61,1.38,14.95,Nintendo Wii,M,True,2007
Gran Turismo 5: Prologue,True,2,True,True,Racing / Driving-Simulation,True,Sony,True,80,1.31,24.95,PlayStation 3,E,True,2007
Resident Evil 4,True,1,True,True,Action,True,Capcom,True,91,1.24,16.95,Nintendo Wii,T,True,2007
The Elder Scrolls IV: Oblivion,True,1,True,True,Action-Role-Playing (RPG),True,Ubisoft,True,93,1.2,17.95,PlayStation 3,T,True,2007
Transformers: Autobots,True,1,True,True,Action-Racing / Driving,True,Activision,True,67,1.17,17.95,Nintendo DS,E,True,2007
Transformers: Decepticons,True,1,True,True,Action-Racing / Driving,True,Activision,True,66,1.17,17.95,Nintendo DS,M,True,2007
Diddy Kong Racing DS,True,1,True,True,Racing / Driving-Sports,True,Nintendo,True,63,1.16,24.95,Nintendo DS,T,True,2007
Big Brain Academy: Wii Degree,True,8,True,True,Action,True,Nintendo,True,68,1.1,19.95,Nintendo Wii,M,True,2007
Need for Speed: ProStreet,True,2,True,True,Racing / Driving,True,EA,True,72,1.1,16.95,X360,T,True,2007
Deal or No Deal,True,1,True,True,Strategy,True,,True,20,1.1,11.95,Nintendo DS,E,True,2007
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,,True,80,1.09,17.95,X360,T,True,2007
Sonic and the Secret Rings,True,4,True,True,Action,True,Sega,True,69,1.08,16.95,Nintendo Wii,E,True,2007
The Orange Box,True,1,True,True,Action,True,,True,96,1.06,17.95,X360,E,True,2007
Crackdown,True,1,True,True,Action-Racing / Driving-Role-Playing (RPG),True,Microsoft,True,83,1.02,14.95,X360,M,True,2007
Rock Band,True,4,True,True,Action-Simulation,True,,True,92,1.01,14.95,PlayStation 3,M,True,2007
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,72,1.0,17.95,Nintendo Wii,T,True,2007
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,71,0.96,12.95,X360,T,True,2007
Madden NFL 08,True,4,True,True,Sports,True,EA,True,81,0.94,9.95,PlayStation 3,T,True,2007
Call of Duty 4: Modern Warfare,True,1,True,True,Action,True,Activision,True,75,0.94,19.95,Nintendo DS,T,True,2007
Mario Strikers Charged,True,4,True,True,Action-Sports,True,Nintendo,True,79,0.93,29.95,Nintendo Wii,E,True,2007
Star Wars Battlefront: Renegade Squadron,True,1,True,True,Action,True,,True,73,0.93,16.95,Sony PSP,T,True,2007
Flash Focus: Vision Training in Minutes a Day,True,1,True,True,Action,True,Nintendo,True,59,0.91,17.95,Nintendo DS,T,True,2007
Metroid Prime 3: Corruption,True,1,True,True,Action,True,Nintendo,True,90,0.91,19.95,Nintendo Wii,T,True,2007
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,True,1,True,True,Action,True,Ubisoft,True,86,0.89,14.95,X360,T,True,2007
Madden NFL 08,True,4,True,True,Sports,True,EA,True,76,0.86,12.95,Nintendo Wii,M,True,2007
Ratchet & Clank Future: Tools of Destruction,True,1,True,True,Action,True,Sony,True,89,0.86,22.95,PlayStation 3,E,True,2007
LEGO Star Wars: The Complete Saga,True,2,True,True,Action,True,,True,80,0.85,17.95,PlayStation 3,M,True,2007
Rayman Raving Rabbids 2,True,4,True,True,Action,True,Ubisoft,True,67,0.84,17.95,Nintendo Wii,T,True,2007
NBA 2K8 ,True,1,True,True,Sports,True,2K,True,81,0.83,9.95,X360,M,True,2007
Namco Museum DS,True,1,True,True,Action,True,Namco,True,67,0.8,17.95,Nintendo DS,E,True,2007
Need for Speed: ProStreet,True,2,True,True,Racing / Driving,True,EA,True,73,0.75,16.95,PlayStation 3,T,True,2007
Blazing Angels: Squadrons of WWII,True,2,True,True,Action,True,Ubisoft,True,57,0.75,16.95,Nintendo Wii,E,True,2007
Drawn to Life,True,1,True,True,Action,True,THQ,True,73,0.75,17.95,Nintendo DS,T,True,2007
EA Playground,True,4,True,True,Action-Racing / Driving-Sports,True,EA,True,66,0.72,17.95,Nintendo Wii,T,True,2007
Major League Baseball 2K7,True,2,True,True,Sports,True,2K,True,79,0.7,9.95,X360,E,True,2007
NCAA Football 08,True,2,True,True,Sports,True,EA,True,81,0.68,9.95,X360,E,True,2007
Spectrobes,True,1,True,True,Action-Strategy,True,,True,63,0.68,14.95,Nintendo DS,E,True,2007
The Sims 2: Castaway,True,1,True,True,Simulation,True,EA,True,66,0.66,16.95,Nintendo DS,M,True,2007
WWE Smackdown vs. Raw 2008,True,6,True,True,Sports,True,THQ,True,74,0.64,14.95,PlayStation 3,E,True,2007
Madden NFL 08,True,1,True,True,Sports,True,EA,True,75,0.64,9.95,Sony PSP,E,True,2007
NBA Live 08,True,4,True,True,Sports,True,EA,True,73,0.6,9.95,PlayStation 3,M,True,2007
The Simpsons Game,True,1,True,True,Action,True,EA,True,69,0.6,17.95,Nintendo DS,M,True,2007
Ace Combat 6: Fires of Liberation,True,1,True,True,Action-Simulation,True,Namco,True,80,0.58,19.95,X360,E,True,2007
Heavenly Sword,True,1,True,True,Action,True,Sony,True,79,0.57,24.95,PlayStation 3,E,True,2007
Ninja Gaiden Sigma,True,1,True,True,Action,True,,True,88,0.57,19.95,PlayStation 3,E,True,2007
Ben 10: Protector of the Earth,True,1,True,True,Action,True,,True,63,0.57,16.95,Nintendo Wii,T,True,2007
The Simpsons Game,True,2,True,True,Action,True,EA,True,71,0.55,17.95,X360,T,True,2007
Sonic Rush Adventure,True,1,True,True,Action-Sports,True,Sega,True,78,0.52,24.95,Nintendo DS,T,True,2007
Tiger Woods PGA Tour 08,True,4,True,True,Sports,True,EA,True,80,0.51,14.95,X360,T,True,2007
Tony Hawk's Proving Ground,True,2,True,True,Sports,True,Activision,True,72,0.51,16.95,X360,T,True,2007
Call of Duty: Roads to Victory,True,1,True,True,Action,True,Activision,True,64,0.51,24.95,Sony PSP,E,True,2007
Transformers: The Game,True,1,True,True,Action,True,Activision,True,52,0.51,14.95,X360,M,True,2007
NBA 2K8,True,7,True,True,Sports,True,2K,True,81,0.5,9.95,PlayStation 3,M,True,2007
Medal of Honor: Heroes 2,True,1,True,True,Action,True,EA,True,69,0.5,17.95,Sony PSP,E,True,2007
Spider-Man 3,True,1,True,True,Action,True,Activision,True,63,0.5,11.95,X360,E,True,2007
Tom Clancy's Rainbow Six: Vegas,True,2,True,True,Action,True,Ubisoft,True,86,0.49,16.95,PlayStation 3,E,True,2007
